Participant,Age,Language,Ethnicity,Gender,Evaluation.Type,Condition,Profile Number,Order,Text,Liking,Attention Check,MR1,MR2,MR3,MR4,MR5,MR6,MR7,MR8,MR9,MR10,MR11,MR12,MR13,MR14,MR15,MR16,MR17,MR18,MR19,MR20,MR.Composite
83,29,English,Asian,Male,Actual,Maximize,9,Order2,,3,,5,6,5,4,5,6,6,6,3,6,7,6,3,7,1,6,6,6,2,6,5.8
84,59,English,White,Female,Actual,Control,11,Order2,,5,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Maximize,4,Order2,,6,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Maximize,6,Order2,,6,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Maximize,12,Order2,,5,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Control,5,Order2,,5,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Maximize,7,Order2,,6,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Maximize,15,Order2,,5,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Maximize,2,Order2,,6,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Control,18,Order2,,4,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Control,13,Order2,,6,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Control,10,Order2,,5,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Control,8,Order2,,5,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Control,14,Order2,,5,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Maximize,1,Order2,,6,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Control,16,Order2,,6,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Control,17,Order2,,6,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Control,3,Order2,,5,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
84,59,English,White,Female,Actual,Maximize,9,Order2,,5,,3,4,3,4,3,5,3,4,5,4,4,3,4,5,3,4,4,5,4,4,3.9
85,25,English,White,Male,Actual,Control,11,Order2,,4,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Maximize,4,Order2,,5,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Maximize,6,Order2,,3,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Maximize,12,Order2,,3,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Control,5,Order2,,4,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Maximize,7,Order2,,2,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Maximize,15,Order2,,3,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Maximize,2,Order2,,3,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Control,18,Order2,,5,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Control,13,Order2,,3,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Control,10,Order2,,3,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Control,8,Order2,,4,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Control,14,Order2,,5,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Maximize,1,Order2,,3,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Control,16,Order2,,3,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Control,17,Order2,,4,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Control,3,Order2,,4,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
85,25,English,White,Male,Actual,Maximize,9,Order2,,3,,2,2,2,5,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,2,2.4
86,28,English,Asian,Male,Actual,Control,11,Order2,,5,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Maximize,4,Order2,,7,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Maximize,6,Order2,,4,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Maximize,12,Order2,,5,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Control,5,Order2,,5,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Maximize,7,Order2,,3,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Maximize,15,Order2,,4,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Maximize,2,Order2,,6,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Control,18,Order2,,1,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Control,13,Order2,,5,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Control,10,Order2,,5,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Control,8,Order2,,5,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Control,14,Order2,,4,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Maximize,1,Order2,,4,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Control,16,Order2,,5,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Control,17,Order2,,4,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Control,3,Order2,,5,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
86,28,English,Asian,Male,Actual,Maximize,9,Order2,,2,,2,2,2,6,2,2,2,2,6,2,2,2,4,2,6,2,2,2,5,1,2.1
87,28,English,White,Male,Actual,Control,11,Order2,,4,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Maximize,4,Order2,,4,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Maximize,6,Order2,,4,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Maximize,12,Order2,,5,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Control,5,Order2,,6,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Maximize,7,Order2,,5,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Maximize,15,Order2,,5,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Maximize,2,Order2,,5,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Control,18,Order2,,4,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Control,13,Order2,,5,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Control,10,Order2,,6,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Control,8,Order2,,6,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Control,14,Order2,,5,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Maximize,1,Order2,,5,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Control,16,Order2,,4,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Control,17,Order2,,6,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Control,3,Order2,,7,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
87,28,English,White,Male,Actual,Maximize,9,Order2,,6,,7,6,4,6,5,6,2,4,6,6,3,2,5,6,5,2,2,5,6,2,3.7
88,28,English,White,Male,Actual,Control,11,Order2,,4,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Maximize,4,Order2,,5,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Maximize,6,Order2,,5,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Maximize,12,Order2,,5,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Control,5,Order2,,5,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Maximize,7,Order2,,4,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Maximize,15,Order2,,4,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Maximize,2,Order2,,3,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Control,18,Order2,,3,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Control,13,Order2,,6,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Control,10,Order2,,3,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Control,8,Order2,,4,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Control,14,Order2,,5,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Maximize,1,Order2,,4,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Control,16,Order2,,6,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Control,17,Order2,,3,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Control,3,Order2,,4,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
88,28,English,White,Male,Actual,Maximize,9,Order2,,3,,2,4,4,4,4,5,4,5,4,3,5,4,4,5,3,5,4,4,3,4,4.2
89,26,English,Asian,Male,Actual,Control,11,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Maximize,4,Order2,,6,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Maximize,6,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Maximize,12,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Control,5,Order2,,5,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Maximize,7,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Maximize,15,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Maximize,2,Order2,,5,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Control,18,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Control,13,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Control,10,Order2,,3,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Control,8,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Control,14,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Maximize,1,Order2,,5,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Control,16,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Control,17,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Control,3,Order2,,5,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
89,26,English,Asian,Male,Actual,Maximize,9,Order2,,4,,4,5,5,2,4,4,6,5,3,4,5,4,3,6,4,4,5,5,2,5,4.85
90,49,English,White,Female,Actual,Control,11,Order2,,6,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,50,English,White,Female,Actual,Maximize,4,Order2,,7,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,51,English,White,Female,Actual,Maximize,6,Order2,,6,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,52,English,White,Female,Actual,Maximize,12,Order2,,5,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,53,English,White,Female,Actual,Control,5,Order2,,6,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,54,English,White,Female,Actual,Maximize,7,Order2,,6,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,55,English,White,Female,Actual,Maximize,15,Order2,,5,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,56,English,White,Female,Actual,Maximize,2,Order2,,6,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,57,English,White,Female,Actual,Control,18,Order2,,2,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,58,English,White,Female,Actual,Control,13,Order2,,4,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,59,English,White,Female,Actual,Control,10,Order2,,6,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,60,English,White,Female,Actual,Control,8,Order2,,6,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,61,English,White,Female,Actual,Control,14,Order2,,4,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,62,English,White,Female,Actual,Maximize,1,Order2,,5,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,63,English,White,Female,Actual,Control,16,Order2,,6,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,64,English,White,Female,Actual,Control,17,Order2,,3,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,65,English,White,Female,Actual,Control,3,Order2,,5,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
90,66,English,White,Female,Actual,Maximize,9,Order2,,5,,2,4,2,6,2,3,3,3,6,3,2,2,6,3,4,5,2,5,5,2,2.8
91,34,English,Hispanic,Female,Actual,Control,11,Order2,,5,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Maximize,4,Order2,,6,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Maximize,6,Order2,,6,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Maximize,12,Order2,,5,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Control,5,Order2,,7,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Maximize,7,Order2,,7,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Maximize,15,Order2,,6,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Maximize,2,Order2,,7,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Control,18,Order2,,3,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Control,13,Order2,,7,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Control,10,Order2,,3,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Control,8,Order2,,4,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Control,14,Order2,,4,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Maximize,1,Order2,,5,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Control,16,Order2,,4,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Control,17,Order2,,4,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Control,3,Order2,,3,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
91,34,English,Hispanic,Female,Actual,Maximize,9,Order2,,3,,5,3,5,3,2,4,4,4,2,5,4,4,4,5,2,6,5,5,3,4,4.55
92,30,English,Asian,Male,Actual,Control,11,Order2,,5,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Maximize,4,Order2,,6,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Maximize,6,Order2,,7,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Maximize,12,Order2,,4,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Control,5,Order2,,5,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Maximize,7,Order2,,3,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Maximize,15,Order2,,4,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Maximize,2,Order2,,5,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Control,18,Order2,,3,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Control,13,Order2,,5,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Control,10,Order2,,4,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Control,8,Order2,,5,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Control,14,Order2,,6,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Maximize,1,Order2,,5,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Control,16,Order2,,4,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Control,17,Order2,,3,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Control,3,Order2,,5,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
92,30,English,Asian,Male,Actual,Maximize,9,Order2,,2,,6,5,5,2,4,5,6,4,2,5,6,5,1,5,1,6,6,5,1,6,5.6
93,29,English,White,Female,Actual,Control,11,Order2,,4,,6,6,6,2,5,3,6,5,2,6,6,6,2,6,2,6,6,6,2,6,5.75
93,29,English,White,Female,Actual,Maximize,4,Order2,,2,,6,6,6,2,5,3,6,5,2,6,6,6,2,6,2,6,6,6,2,6,5.75
93,29,English,White,Female,Actual,Maximize,6,Order2,,5,,6,6,6,2,5,3,6,5,2,6,6,6,2,6,2,6,6,6,2,6,5.75
93,29,English,White,Female,Actual,Maximize,12,Order2,,5,,6,6,6,2,5,3,6,5,2,6,6,6,2,6,2,6,6,6,2,6,5.75
93,29,English,White,Female,Actual,Control,5,Order2,,2,,6,6,6,2,5,3,6,5,2,6,6,6,2,6,2,6,6,6,2,6,5.75
93,29,English,White,Female,Actual,Maximize,7,Order2,,6,,6,6,6,2,5,3,6,5,2,6,6,6,2,6,2,6,6,6,2,6,5.75
93,29,English,White,Female,Actual,Maximize,15,Order2,,2,,6,6,6,2,5,3,6,5,2,6,6,6,2,6,2,6,6,6,2,6,5.75
93,29,English,White,Female,Actual,Maximize,2,Order2,,5,,6,6,6,2,5,3,6,5,2,6,6,6,2,6,2,6,6,6,2,6,5.75
93,29,English,White,Female,Actual,Control,18,Order2,,5,,6,6,6,2,5,3,6,5,2,6,6,6,2,6,2,6,6,6,2,6,5.75
93,29,English,White,Female,Actual,Control,13,Order2,,2,,6,6,6,2,5,3,6,5,2,6,6,6,2,6,2,6,6,6,2,6,5.75
93,29,English,White,Female,Actual,Control,10,Order2,,5,,6,6,6,2,5,3,6,5,2,6,6,6,2,6,2,6,6,6,2,6,5.75
